	X	Y	method	alternative	n	r	CI95%	p-unc	BF10	power
203	p_puz_no_basic	complete_active	pearson	two-sided	47	0.7082765934310276	[0.53 0.83]	2.5607927484544053e-08	6.076e+05	0.9999609496549172
204	p_puz_no_basic	incomplete_active	pearson	two-sided	47	0.6569909145592179	[0.46 0.79]	5.284416304676842e-07	3.573e+04	0.9995305621812669
205	p_puz_no_basic	tutorial_atime_comp	pearson	two-sided	47	0.3280619933011577	[0.05 0.56]	0.024371397672803562	2.125	0.625706507764962
206	p_puz_no_basic	cumu_a_time	pearson	two-sided	47	-0.3231986095590013	[-0.56 -0.04]	0.026697034779905933	1.968	0.6118218340075552
207	p_puz_no_basic	persistence_score	pearson	two-sided	47	-0.34296320530690916	[-0.57 -0.06]	0.018275056252023202	2.709	0.6674751202627944
208	p_puz_no_basic	non_per	pearson	two-sided	47	0.48068543785605417	[0.22 0.67]	0.000626494968332743	52.769	0.9390472800187193
209	p_puz_no_basic	productive	pearson	two-sided	47	-0.07230717639911423	[-0.35  0.22]	0.6290973592953818	0.204	0.0769907736923448
210	p_puz_no_basic	unproductive	pearson	two-sided	47	-0.16250936083886805	[-0.43  0.13]	0.27510465544482093	0.324	0.19502907976705577
211	p_puz_no_basic	rapid	pearson	two-sided	47	-0.013726696823140195	[-0.3   0.27]	0.9270351588273776	0.183	0.05063323102036225
212	p_puz_no_basic	no_beh	pearson	two-sided	47	-0.11927398942745197	[-0.39  0.17]	0.4245576973245735	0.248	0.12600705694264433
213	p_puz_no_basic	avg_revisit	pearson	two-sided	47	0.39243268145582233	[0.12 0.61]	0.006365492219345225	6.722	0.7927770655449607
214	p_puz_no_basic	n_attempt	pearson	two-sided	47	0.761272832176167	[0.61 0.86]	5.233571697985291e-10	2.365e+07	0.9999988221508568
215	p_puz_no_basic	n_failed_att	pearson	two-sided	47	0.6441304601944488	[0.44 0.79]	1.0335930094139561e-06	1.912e+04	0.9992094884938367
216	p_puz_no_basic	revisits	pearson	two-sided	47	0.5169053646669031	[0.27 0.7 ]	0.00019919875755000844	149.034	0.9692145094142496
217	p_puz_no_basic	diff_event1	pearson	two-sided	47	0.5023944839695158	[0.25 0.69]	0.00032012125627474625	96.846	0.9589202116321672
218	p_puz_no_basic	different_event	pearson	two-sided	47	0.9323202134223467	[0.88 0.96]	1.6752633030290994e-21	1.956e+18	1.0
219	p_puz_no_basic	comp_average	pearson	two-sided	47	0.7702916302752276	[0.62 0.87]	2.441329322906029e-10	4.856e+07	0.999999429314191
220	p_puz_no_basic	comp_mg1	pearson	two-sided	47	0.7562644400646706	[0.6  0.86]	7.879968805788369e-10	1.608e+07	0.9999982711398546
221	p_puz_no_basic	comp_gmd4	pearson	two-sided	47	0.7434930421360725	[0.58 0.85]	2.1435761994035153e-09	6.26e+06	0.9999956472493747
222	p_puz_no_basic	comp_co5	pearson	two-sided	47	0.7448873646849913	[0.58 0.85]	1.9272281507889438e-09	6.92e+06	0.9999960501794726
223	p_puz_no_basic	comp_co6	pearson	two-sided	47	0.7475858596668638	[0.59 0.85]	1.5655350028226759e-09	8.417e+06	0.9999967352327964
224	p_puz_no_basic	sbst	pearson	two-sided	42	0.2942465965098757	[-0.01  0.55]	0.0585575903273068	1.084	0.4812256769552254
225	p_puz_no_basic	sri	pearson	two-sided	44	0.17519316814266522	[-0.13  0.45]	0.2553422500764095	0.352	0.20804477378386835
226	p_puz_no_basic	gender_number	pearson	two-sided	44	0.05678834595603224	[-0.24  0.35]	0.7142586222711688	0.2	0.06525106634172978
227	p_puz_no_basic	hand_number	pearson	two-sided	44	-0.16397554243938456	[-0.44  0.14]	0.28751098596667507	0.325	0.18759099088065984
228	p_puz_no_basic	math_efficacy	pearson	two-sided	47	0.27738194215434264	[-0.01  0.52]	0.059072192157876326	1.024	0.47876421957454424
229	p_puz_no_basic	math_anxiety	pearson	two-sided	47	0.27738194215434264	[-0.01  0.52]	0.059072192157876326	1.024	0.47876421957454424
230	p_puz_no_basic	enjoyment	pearson	two-sided	47	0.3566397068348928	[0.08 0.58]	0.013867664044710964	3.428	0.7044705966125716
231	n_complete	n_tutorial	pearson	two-sided	47	0.8263646672527509	[0.71 0.9 ]	8.494366615232817e-13	1.028e+10	0.9999999981955229
232	n_complete	complete_active	pearson	two-sided	47	0.7560568511665637	[0.6  0.86]	8.013077055115127e-10	1.582e+07	0.9999982439008398
233	n_complete	incomplete_active	pearson	two-sided	47	0.3840545800860508	[0.11 0.6 ]	0.00769635402048063	5.698	0.7733887727867689
234	n_complete	tutorial_atime_comp	pearson	two-sided	47	0.3345581587604891	[0.05 0.57]	0.021531672182346036	2.358	0.6440741329783156
235	n_complete	cumu_a_time	pearson	two-sided	47	-0.1356048776151881	[-0.41  0.16]	0.36343751347653747	0.271	0.1493280921705637
236	n_complete	persistence_score	pearson	two-sided	47	-0.15875585914766005	[-0.43  0.13]	0.28649347911193973	0.316	0.18810984787277418
237	n_complete	non_per	pearson	two-sided	47	0.023913620440596466	[-0.27  0.31]	0.8732342801110452	0.184	0.0526056142847579
238	n_complete	productive	pearson	two-sided	47	0.09141749367428416	[-0.2   0.37]	0.5411119710132912	0.218	0.09378169072943046
239	n_complete	unproductive	pearson	two-sided	47	-0.288953126615356	[-0.53 -0.  ]	0.04885397507426216	1.194	0.5123595826092261
240	n_complete	rapid	pearson	two-sided	47	0.04706033813623037	[-0.24  0.33]	0.7534330360470577	0.191	0.0611197172795748
241	n_complete	no_beh	pearson	two-sided	47	0.01285994558681939	[-0.28  0.3 ]	0.9316311320652675	0.182	0.05051487751121467
242	n_complete	avg_revisit	pearson	two-sided	47	0.4561628520804473	[0.19 0.66]	0.0012705698317191348	27.96	0.9093297928896993
243	n_complete	n_attempt	pearson	two-sided	47	0.6572313068225115	[0.46 0.79]	5.216976695294386e-07	3.616e+04	0.9995352736337161
244	n_complete	n_failed_att	pearson	two-sided	47	0.45015382662879444	[0.19 0.65]	0.0014991451901263829	24.117	0.9007864825572529
245	n_complete	revisits	pearson	two-sided	47	0.44534397636784306	[0.18 0.65]	0.0017077458330043954	21.471	0.8935799772823335
246	n_complete	diff_event1	pearson	two-sided	47	0.5686941330242279	[0.34 0.74]	3.038890576217708e-05	833.636	0.9908757898232363
247	n_complete	different_event	pearson	two-sided	47	0.8926158693078008	[0.81 0.94]	3.548031464100023e-17	1.485e+14	0.9999999999999871
248	n_complete	comp_average	pearson	two-sided	47	0.9305510189693104	[0.88 0.96]	2.9381402645851294e-21	1.145e+18	1.0
249	n_complete	comp_mg1	pearson	two-sided	47	0.8822772821549703	[0.8  0.93]	2.508764904110706e-16	2.31e+13	0.9999999999998497
250	n_complete	comp_gmd4	pearson	two-sided	47	0.9024011623340514	[0.83 0.94]	4.5945224418493305e-18	1.039e+15	0.9999999999999991
251	n_complete	comp_co5	pearson	two-sided	47	0.912797483300961	[0.85 0.95]	4.075403370096501e-19	1.043e+16	1.0
252	n_complete	comp_co6	pearson	two-sided	47	0.9134196166846276	[0.85 0.95]	3.492232155096102e-19	1.208e+16	1.0
253	n_complete	sbst	pearson	two-sided	42	0.5584893964774811	[0.31 0.74]	0.00012122558694924045	241.454	0.9781882363696658
254	n_complete	sri	pearson	two-sided	44	0.32395105935593266	[0.03 0.57]	0.03193612765157635	1.743	0.5843168162141136
255	n_complete	gender_number	pearson	two-sided	44	0.1201112787845218	[-0.18  0.4 ]	0.4373892781107034	0.252	0.12177795429954387
256	n_complete	hand_number	pearson	two-sided	44	-0.17338991696475425	[-0.45  0.13]	0.26034363028396623	0.347	0.20465825329264054
257	n_complete	math_efficacy	pearson	two-sided	47	0.18658729773372443	[-0.11  0.45]	0.2091900807192537	0.391	0.24351568786308259
258	n_complete	math_anxiety	pearson	two-sided	47	0.18658729773372443	[-0.11  0.45]	0.2091900807192537	0.391	0.24351568786308259
259	n_complete	enjoyment	pearson	two-sided	47	0.35967734452592404	[0.08 0.59]	0.01302268998212782	3.618	0.712476726195569
260	n_tutorial	complete_active	pearson	two-sided	47	0.6657958580723203	[0.47 0.8 ]	3.2763658376937917e-07	5.583e+04	0.9996783758382036
261	n_tutorial	incomplete_active	pearson	two-sided	47	0.337284754086167	[0.06 0.57]	0.02042558344455325	2.466	0.6517138616132497
262	n_tutorial	tutorial_atime_comp	pearson	two-sided	47	0.5926708679821445	[0.37 0.75]	1.1376708851121122e-05	2063.335	0.995369613690268
263	n_tutorial	cumu_a_time	pearson	two-sided	47	0.0753872055201851	[-0.22  0.35]	0.6145218676229467	0.206	0.07941309009527033
264	n_tutorial	persistence_score	pearson	two-sided	47	0.028054174497066493	[-0.26  0.31]	0.8515136259730737	0.185	0.05371496315190519
265	n_tutorial	non_per	pearson	two-sided	47	0.01582884205176765	[-0.27  0.3 ]	0.9158985299954315	0.183	0.0509524334223243
266	n_tutorial	productive	pearson	two-sided	47	0.3660716043714306	[0.09 0.59]	0.011386801423627885	4.06	0.7290495218922185
267	n_tutorial	unproductive	pearson	two-sided	47	-0.3302563816672687	[-0.56 -0.05]	0.023378994412910914	2.2	0.631935541895444
268	n_tutorial	rapid	pearson	two-sided	47	-0.13403507639348655	[-0.41  0.16]	0.3690699622796853	0.269	0.14694175888154887
269	n_tutorial	no_beh	pearson	two-sided	47	-0.12605602790018533	[-0.4   0.17]	0.39850116303063915	0.257	0.13528875366491383
270	n_tutorial	avg_revisit	pearson	two-sided	47	0.505530187119762	[0.26 0.69]	0.00028944790025319195	106.114	0.9613354573379994
271	n_tutorial	n_attempt	pearson	two-sided	47	0.48775229929492875	[0.23 0.68]	0.0005059470231701326	63.994	0.9461446724342998
272	n_tutorial	n_failed_att	pearson	two-sided	47	0.31047133875771615	[0.03 0.55]	0.033672843985416916	1.622	0.5750802828601698
273	n_tutorial	revisits	pearson	two-sided	47	0.289673937272354	[0.   0.53]	0.048268183929858634	1.206	0.5144600165495885
274	n_tutorial	diff_event1	pearson	two-sided	47	0.7770271791457146	[0.63 0.87]	1.3501923657930996e-10	8.495e+07	0.9999996776777337
275	n_tutorial	different_event	pearson	two-sided	47	0.7269278084703452	[0.56 0.84]	7.218380993717049e-09	1.997e+06	0.99998704043826
276	n_tutorial	comp_average	pearson	two-sided	47	0.5833386850704401	[0.36 0.75]	1.6831147601910815e-05	1437.04	0.9939116551034476
277	n_tutorial	comp_mg1	pearson	two-sided	47	0.6060791831415372	[0.39 0.76]	6.340644798408887e-06	3544.091	0.9969472306482928
278	n_tutorial	comp_gmd4	pearson	two-sided	47	0.545750597422721	[0.31 0.72]	7.261880276820849e-05	374.573	0.9837465208068266
279	n_tutorial	comp_co5	pearson	two-sided	47	0.5589043111118797	[0.32 0.73]	4.441816816904578e-05	588.028	0.9882323103730135
280	n_tutorial	comp_co6	pearson	two-sided	47	0.5590185073304378	[0.32 0.73]	4.4224974532070745e-05	590.387	0.9882663522482067
281	n_tutorial	sbst	pearson	two-sided	42	0.3639074961376355	[0.07 0.6 ]	0.017832166841570303	2.897	0.6723119161980995
282	n_tutorial	sri	pearson	two-sided	44	0.19427723436110714	[-0.11  0.46]	0.20634814751434677	0.407	0.2461541091507711
283	n_tutorial	gender_number	pearson	two-sided	44	-0.08224414679154374	[-0.37  0.22]	0.5955981646897006	0.215	0.08275350909955757
284	n_tutorial	hand_number	pearson	two-sided	44	-0.06011311909599107	[-0.35  0.24]	0.698299505515916	0.202	0.06715479406219461
285	n_tutorial	math_efficacy	pearson	two-sided	47	0.11582674576400723	[-0.18  0.39]	0.43816205231352634	0.243	0.12150737016364759
286	n_tutorial	math_anxiety	pearson	two-sided	47	0.11582674576400723	[-0.18  0.39]	0.43816205231352634	0.243	0.12150737016364759
287	n_tutorial	enjoyment	pearson	two-sided	47	0.18851910109792283	[-0.1   0.45]	0.20442872834831163	0.397	0.24770606250896796
288	complete_active	incomplete_active	pearson	two-sided	47	0.5919194000452531	[0.37 0.75]	1.1746538728094289e-05	2003.22	0.99526414608382
289	complete_active	tutorial_atime_comp	pearson	two-sided	47	0.7231776120283518	[0.55 0.84]	9.387715447239581e-09	1.56e+06	0.9999836589622233
290	complete_active	cumu_a_time	pearson	two-sided	47	0.2081545224822586	[-0.08  0.47]	0.16030636280000943	0.473	0.29268952321416275
291	complete_active	persistence_score	pearson	two-sided	47	0.16570252211166092	[-0.13  0.43]	0.26565434184289305	0.332	0.2010529083470479
292	complete_active	non_per	pearson	two-sided	47	0.10542940980045322	[-0.19  0.38]	0.4806272652483131	0.231	0.10881792147003766
293	complete_active	productive	pearson	two-sided	47	0.418171643996051	[0.15 0.63]	0.003444832700787493	11.522	0.8466721688783614
294	complete_active	unproductive	pearson	two-sided	47	-0.13405436738859763	[-0.41  0.16]	0.36900042947080186	0.269	0.14697089677176914
295	complete_active	rapid	pearson	two-sided	47	-0.1987841586642952	[-0.46  0.09]	0.1804043228786591	0.434	0.2706900460716523
296	complete_active	no_beh	pearson	two-sided	47	-0.2863461286842283	[-0.53  0.  ]	0.051020952074095086	1.153	0.5047684080372831
297	complete_active	avg_revisit	pearson	two-sided	47	0.6101455469712461	[0.39 0.76]	5.282398915036247e-06	4197.509	0.9973248805566162
298	complete_active	n_attempt	pearson	two-sided	47	0.6718142003752564	[0.48 0.8 ]	2.3414542837284545e-07	7.643e+04	0.99975425864266
299	complete_active	n_failed_att	pearson	two-sided	47	0.5652018367357468	[0.33 0.73]	3.484328587975947e-05	735.056	0.9899946786684907
300	complete_active	revisits	pearson	two-sided	47	0.5264423272371246	[0.28 0.71]	0.00014412834616266972	200.149	0.9748248990774454
301	complete_active	diff_event1	pearson	two-sided	47	0.58523412922348	[0.36 0.75]	1.5559311857766388e-05	1545.128	0.9942349548339767
302	complete_active	different_event	pearson	two-sided	47	0.8212715095603426	[0.7 0.9]	1.537694313105966e-12	5.86e+09	0.9999999965976032
303	complete_active	comp_average	pearson	two-sided	47	0.6275143985848572	[0.42 0.78]	2.3513411449833904e-06	8897.535	0.9985261816181217
304	complete_active	comp_mg1	pearson	two-sided	47	0.5387530492397794	[0.3  0.72]	9.354825872816853e-05	297.06	0.9808610238755268
305	complete_active	comp_gmd4	pearson	two-sided	47	0.642504393646253	[0.44 0.78]	1.122603715133501e-06	1.77e+04	0.9991577552207987
306	complete_active	comp_co5	pearson	two-sided	47	0.6186806110498935	[0.4  0.77]	3.570591381222354e-06	6036.208	0.9979908436038738
307	complete_active	comp_co6	pearson	two-sided	47	0.6289158598677564	[0.42 0.78]	2.1979306568943664e-06	9473.385	0.9985987268899693
308	complete_active	sbst	pearson	two-sided	42	0.1863893833851909	[-0.12  0.46]	0.23725381025288994	0.378	0.22109799364242386
309	complete_active	sri	pearson	two-sided	44	0.188717776402226	[-0.11  0.46]	0.21988484480638182	0.389	0.23462964252108454
310	complete_active	gender_number	pearson	two-sided	44	-0.10072873272307378	[-0.39  0.2 ]	0.5153166852725206	0.231	0.09980454156584592
311	complete_active	hand_number	pearson	two-sided	44	-0.2331559090705201	[-0.5   0.07]	0.12772451326288575	0.578	0.3357368978153899
312	complete_active	math_efficacy	pearson	two-sided	47	0.2568370528266092	[-0.03  0.51]	0.08137920514586779	0.793	0.42020147435747046
313	complete_active	math_anxiety	pearson	two-sided	47	0.2568370528266092	[-0.03  0.51]	0.08137920514586779	0.793	0.42020147435747046
314	complete_active	enjoyment	pearson	two-sided	47	0.29638438038771187	[0.01 0.54]	0.0430837018873152	1.324	0.5340338018112569
315	incomplete_active	tutorial_atime_comp	pearson	two-sided	47	0.508975489051117	[0.26 0.69]	0.00025883211188061693	117.452	0.9638653345726053
316	incomplete_active	cumu_a_time	pearson	two-sided	47	0.1279334249992614	[-0.17  0.4 ]	0.39145630663605724	0.26	0.13795911006511183
317	incomplete_active	persistence_score	pearson	two-sided	47	0.14748981457567956	[-0.15  0.42]	0.3224988705522653	0.292	0.16839788871117659
318	incomplete_active	non_per	pearson	two-sided	47	0.32364316161240203	[0.04 0.56]	0.026477039518166705	1.982	0.6130952210251537
319	incomplete_active	productive	pearson	two-sided	47	0.1950405082290871	[-0.1   0.46]	0.18891923936695756	0.42	0.2621696281949953
320	incomplete_active	unproductive	pearson	two-sided	47	0.31330602544994157	[0.03 0.55]	0.03200133095762329	1.692	0.5833038859013931
321	incomplete_active	rapid	pearson	two-sided	47	-0.2572457334199733	[-0.51  0.03]	0.08087885585919584	0.797	0.42134689006204806
322	incomplete_active	no_beh	pearson	two-sided	47	-0.38182987708092586	[-0.6  -0.11]	0.008087848083055023	5.457	0.7680989576845487
323	incomplete_active	avg_revisit	pearson	two-sided	47	0.5592204994818194	[0.32 0.73]	4.3885133866177885e-05	594.586	0.9883263720936568
324	incomplete_active	n_attempt	pearson	two-sided	47	0.8082380113300794	[0.68 0.89]	6.4715789565561414e-12	1.502e+09	0.999999984655964
325	incomplete_active	n_failed_att	pearson	two-sided	47	0.837287913933642	[0.72 0.91]	2.2239294356258428e-13	3.664e+10	0.9999999995801879
326	incomplete_active	revisits	pearson	two-sided	47	0.7354699438457467	[0.57 0.84]	3.903001204163738e-09	3.561e+06	0.9999925116704141
327	incomplete_active	diff_event1	pearson	two-sided	47	0.5513554765096589	[0.31 0.72]	5.904387607853651e-05	452.82	0.9857996516224856
328	incomplete_active	different_event	pearson	two-sided	47	0.70546680429148	[0.52 0.83]	3.0728969162932475e-08	5.121e+05	0.9999543651650958
329	incomplete_active	comp_average	pearson	two-sided	47	0.26606390731210555	[-0.02  0.51]	0.0706590403126598	0.887	0.44627508877838296
330	incomplete_active	comp_mg1	pearson	two-sided	47	0.35610930078392244	[0.08 0.58]	0.014019900939045633	3.396	0.7030642351038275
331	incomplete_active	comp_gmd4	pearson	two-sided	47	0.23598280103217406	[-0.05  0.49]	0.11028850036368999	0.627	0.36318925749835956
332	incomplete_active	comp_co5	pearson	two-sided	47	0.21932572579315696	[-0.07  0.48]	0.13854401076388118	0.527	0.32011214363125734
333	incomplete_active	comp_co6	pearson	two-sided	47	0.23366106725603464	[-0.06  0.49]	0.11393889312070246	0.611	0.3570405470552207
334	incomplete_active	sbst	pearson	two-sided	42	-0.07296827491330586	[-0.37  0.24]	0.6460687358248399	0.213	0.074314102035417
335	incomplete_active	sri	pearson	two-sided	44	-0.13843307609854041	[-0.42  0.17]	0.3701719262618174	0.277	0.1465228087293024
336	incomplete_active	gender_number	pearson	two-sided	44	-0.14857246474228641	[-0.43  0.16]	0.3357971380408845	0.294	0.16190611300566404
337	incomplete_active	hand_number	pearson	two-sided	44	-0.014615801992171345	[-0.31  0.28]	0.9249787441526973	0.189	0.05066710265435312
338	incomplete_active	math_efficacy	pearson	two-sided	47	0.23347971132965048	[-0.06  0.49]	0.11422785735952971	0.61	0.35656212320919894
339	incomplete_active	math_anxiety	pearson	two-sided	47	0.23347971132965048	[-0.06  0.49]	0.11422785735952971	0.61	0.35656212320919894
340	incomplete_active	enjoyment	pearson	two-sided	47	0.18424052987677655	[-0.11  0.45]	0.21507792908262244	0.383	0.23848387221467152
341	tutorial_atime_comp	cumu_a_time	pearson	two-sided	47	0.46013093268681104	[0.2  0.66]	0.0011372027041028757	30.879	0.9146938794055421
342	tutorial_atime_comp	persistence_score	pearson	two-sided	47	0.3770250557326208	[0.1 0.6]	0.008992538975664432	4.978	0.7564796295311814
343	tutorial_atime_comp	non_per	pearson	two-sided	47	0.10452764668106973	[-0.19  0.38]	0.48440953671083425	0.231	0.10777933895838544
344	tutorial_atime_comp	productive	pearson	two-sided	47	0.6243158744011373	[0.41 0.77]	2.739382573579189e-06	7720.244	0.9983484919111729
345	tutorial_atime_comp	unproductive	pearson	two-sided	47	-0.0672723811182715	[-0.35  0.22]	0.6532247356254094	0.201	0.0732619916197788
346	tutorial_atime_comp	rapid	pearson	two-sided	47	-0.3706108804058717	[-0.59 -0.09]	0.010335383517777514	4.414	0.7405700218608676
347	tutorial_atime_comp	no_beh	pearson	two-sided	47	-0.4211714154075746	[-0.63 -0.15]	0.0031969104269645057	12.307	0.8523655158127629
348	tutorial_atime_comp	avg_revisit	pearson	two-sided	47	0.534062830686284	[0.29 0.71]	0.00011051174775321685	255.076	0.9787121173463369
349	tutorial_atime_comp	n_attempt	pearson	two-sided	47	0.3574643295872227	[0.08 0.58]	0.013633781795439831	3.479	0.7066521607266232
350	tutorial_atime_comp	n_failed_att	pearson	two-sided	47	0.3331372473888357	[0.05 0.57]	0.022127777842909282	2.304	0.6400757945317099
351	tutorial_atime_comp	revisits	pearson	two-sided	47	0.2703813347733489	[-0.02  0.52]	0.06604327109781036	0.936	0.45861198681142495
352	tutorial_atime_comp	diff_event1	pearson	two-sided	47	0.6206204561566235	[0.41 0.77]	3.2612013520006395e-06	6566.062	0.9981207382477683
353	tutorial_atime_comp	different_event	pearson	two-sided	47	0.4516008898426138	[0.19 0.65]	0.0014409895560687223	24.985	0.9028903825092551
354	tutorial_atime_comp	comp_average	pearson	two-sided	47	0.07745483917817858	[-0.21  0.36]	0.604818704428038	0.207	0.08109978699155065
355	tutorial_atime_comp	comp_mg1	pearson	two-sided	47	0.07010207249313948	[-0.22  0.35]	0.6396193571858004	0.202	0.07532254146174448
356	tutorial_atime_comp	comp_gmd4	pearson	two-sided	47	0.08720286464886075	[-0.21  0.37]	0.5599965686306612	0.214	0.08971456768764807
357	tutorial_atime_comp	comp_co5	pearson	two-sided	47	0.07092148328884668	[-0.22  0.35]	0.635701082648446	0.203	0.07593604339059784
358	tutorial_atime_comp	comp_co6	pearson	two-sided	47	0.07223678365199557	[-0.22  0.35]	0.6294321417965816	0.204	0.07693667035556578
359	tutorial_atime_comp	sbst	pearson	two-sided	42	-0.18263835379180546	[-0.46  0.13]	0.246994440163843	0.368	0.2139665028454931
360	tutorial_atime_comp	sri	pearson	two-sided	44	-0.10448364541176597	[-0.39  0.2 ]	0.4996980356711921	0.234	0.10372951156464678
361	tutorial_atime_comp	gender_number	pearson	two-sided	44	-0.2957252742938379	[-0.54  0.  ]	0.051297130140838657	1.182	0.504372194972948
362	tutorial_atime_comp	hand_number	pearson	two-sided	44	0.051541113660841784	[-0.25  0.34]	0.7396901312237975	0.198	0.06247542837778285
363	tutorial_atime_comp	math_efficacy	pearson	two-sided	47	0.16043560639530083	[-0.13  0.43]	0.2813593438796085	0.319	0.19118465829317455
364	tutorial_atime_comp	math_anxiety	pearson	two-sided	47	0.16043560639530083	[-0.13  0.43]	0.2813593438796085	0.319	0.19118465829317455
365	tutorial_atime_comp	enjoyment	pearson	two-sided	47	0.04322107480733708	[-0.25  0.33]	0.772991070352947	0.189	0.05931493009979187
366	cumu_a_time	persistence_score	pearson	two-sided	47	0.9692910730730967	[0.95 0.98]	4.691391107957293e-29	3.136e+25	1.0
367	cumu_a_time	non_per	pearson	two-sided	47	-0.5044412513036287	[-0.69 -0.25]	0.0002997845427960979	102.788	0.960509031065154
368	cumu_a_time	productive	pearson	two-sided	47	0.7273934185958638	[0.56 0.84]	6.984589997947785e-09	2.06e+06	0.9999874128521304
369	cumu_a_time	unproductive	pearson	two-sided	47	0.3830024697224119	[0.11 0.6 ]	0.007879406210177355	5.583	0.7708943302492187
370	cumu_a_time	rapid	pearson	two-sided	47	-0.6091143726937199	[-0.76 -0.39]	5.53408011139805e-06	4020.27	0.9972330620250559
371	cumu_a_time	no_beh	pearson	two-sided	47	-0.2593028106338093	[-0.51  0.03]	0.07839690963901637	0.817	0.42712633059322985
372	cumu_a_time	avg_revisit	pearson	two-sided	47	0.3219485375956701	[0.04 0.56]	0.02732384541716817	1.93	0.6082368723271242
373	cumu_a_time	n_attempt	pearson	two-sided	47	-0.04528382639479752	[-0.33  0.25]	0.7624647976098355	0.19	0.060264970748141904
374	cumu_a_time	n_failed_att	pearson	two-sided	47	0.0002982434467139508	[-0.29  0.29]	0.9984125341091259	0.182	0.0496665684296686
375	cumu_a_time	revisits	pearson	two-sided	47	0.05795279024427111	[-0.23  0.34]	0.6988070428002096	0.196	0.06710651397177587
376	cumu_a_time	diff_event1	pearson	two-sided	47	0.33801981735639575	[0.06 0.57]	0.02013572230426777	2.496	0.6537657962723864
377	cumu_a_time	different_event	pearson	two-sided	47	-0.08374214443247124	[-0.36  0.21]	0.5757302003625929	0.212	0.08653022816984918
378	cumu_a_time	comp_average	pearson	two-sided	47	-0.26049349960925616	[-0.51  0.03]	0.07698790196379793	0.829	0.430482020111239
379	cumu_a_time	comp_mg1	pearson	two-sided	47	-0.2453553785129504	[-0.5   0.04]	0.09645364867893048	0.695	0.3884386981342878
380	cumu_a_time	comp_gmd4	pearson	two-sided	47	-0.24878804564541981	[-0.5   0.04]	0.09173681969446149	0.722	0.39784565779637404
381	cumu_a_time	comp_co5	pearson	two-sided	47	-0.26169684135890425	[-0.51  0.03]	0.07558425763118343	0.841	0.4338808423532647
382	cumu_a_time	comp_co6	pearson	two-sided	47	-0.25461920052423204	[-0.5   0.04]	0.08413698418358921	0.773	0.4140021580822337
383	cumu_a_time	sbst	pearson	two-sided	42	-0.34853940129587835	[-0.59 -0.05]	0.023692524278819634	2.28	0.6312701812695692
384	cumu_a_time	sri	pearson	two-sided	44	-0.3405802292307581	[-0.58 -0.05]	0.02368379860775975	2.237	0.6307601876091143
385	cumu_a_time	gender_number	pearson	two-sided	44	-0.30940033329379907	[-0.56 -0.01]	0.040983634433849815	1.419	0.5431340364884232
386	cumu_a_time	hand_number	pearson	two-sided	44	0.019765916930647585	[-0.28  0.31]	0.8986633114510153	0.189	0.0515162656150816
387	cumu_a_time	math_efficacy	pearson	two-sided	47	0.046639704009396064	[-0.24  0.33]	0.7555686408395708	0.191	0.060914272794208565
388	cumu_a_time	math_anxiety	pearson	two-sided	47	0.046639704009396064	[-0.24  0.33]	0.7555686408395708	0.191	0.060914272794208565
389	cumu_a_time	enjoyment	pearson	two-sided	47	-0.08129358781544496	[-0.36  0.21]	0.5869825534663956	0.21	0.08436119610374491
390	persistence_score	non_per	pearson	two-sided	47	-0.522506654046315	[-0.7  -0.28]	0.00016491168780443307	177.014	0.9726139994494777
391	persistence_score	productive	pearson	two-sided	47	0.7405144776799206	[0.58 0.85]	2.6845042773767282e-09	5.065e+06	0.9999946588326247
392	persistence_score	unproductive	pearson	two-sided	47	0.46235458916999944	[0.2  0.66]	0.001068062001344298	32.664	0.9176042405489676
393	persistence_score	rapid	pearson	two-sided	47	-0.5766972240786801	[-0.74 -0.35]	2.208060082600911e-05	1118.749	0.9926586640008473
394	persistence_score	no_beh	pearson	two-sided	47	-0.31754930547624605	[-0.55 -0.03]	0.02962806634097159	1.804	0.5955750461366646
395	persistence_score	avg_revisit	pearson	two-sided	47	0.34502419422046965	[0.06 0.58]	0.017543430415446298	2.805	0.6731417619105233
396	persistence_score	n_attempt	pearson	two-sided	47	-0.002677337622690593	[-0.29  0.28]	0.9857500086550731	0.182	0.04970287863465889
397	persistence_score	n_failed_att	pearson	two-sided	47	0.05579323786226939	[-0.24  0.34]	0.7095282437620686	0.195	0.06581692133494531
398	persistence_score	revisits	pearson	two-sided	47	0.12645270794011668	[-0.17  0.4 ]	0.39700652353238697	0.258	0.1358493220673243
399	persistence_score	diff_event1	pearson	two-sided	47	0.3281623330199563	[0.05 0.56]	0.024325262234767196	2.128	0.6259918460331589
400	persistence_score	different_event	pearson	two-sided	47	-0.08424041657249302	[-0.36  0.21]	0.5734525017219408	0.212	0.08698012224489687
401	persistence_score	comp_average	pearson	two-sided	47	-0.27815356172789174	[-0.52  0.01]	0.05834137723095991	1.034	0.4809949679248153
402	persistence_score	comp_mg1	pearson	two-sided	47	-0.2471942821149504	[-0.5   0.04]	0.09390403454607239	0.709	0.3934680585447613
403	persistence_score	comp_gmd4	pearson	two-sided	47	-0.2695163170407236	[-0.52  0.02]	0.06694829480514387	0.926	0.4561341009585893
404	persistence_score	comp_co5	pearson	two-sided	47	-0.28393838623188794	[-0.53  0.  ]	0.05309075758435974	1.116	0.49776692222022545
